ClauseLikeUnit(CLU)-value,Duration,Question,Eye&Brow-value,Head-value,MouthGestF-value,MouthGestF-question,Mouthing-value,Mouthing-question,Q-manual-value,Q-nonmanual-value,Q-position-value,Q-semantic-value,Q-social action-value,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,CA-value,RH-IDgloss-value,LH-IDgloss-value,LitTransl-value,FreeTransl-value,Comments-value
LN26M77WHC_CLU#133,3871,Continuing,down,Null,NA,NA,"where am, I, where am I",Multiple,Multiple,Present,reprise (clause-final),Other,outloud,Embed,contained,NA,CA:SIGNER,"PT:PRO1SG, G:CA:FEEL-MY-WAY, FEEL, WHERE, PT:PRO1SG, DSEW(SPOON)-BE, WHERE","G:CA:FEEL-MY-WAY, FBUOY, DSEW(FLAT)-BE, WHERE",me deaf-and-blind feeling where am I lying-in-bed where?,"It was bad that I remember thinking where I was, lying on the bed, wondering where I was.",
BM22F36WDC_CLU#002,1747,Continuing,up,"Nod1, Null, Down",NA,NA,"you, olympics, olympics-prog",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO2SG, AUSTRALIA(FALSE-START), OLYMPIC","PT:PRO2SG, AUSTRALIA(FALSE-START), OLYMPIC, PT:PRO2SG",you (remember) Aus-- Olympics you (yes)?,Remember the two thousand and five Olympics?,GH: HP how are you handling false-starts in NPs? HP:I'm not tagging false starts
BM22F36WDC_CLU#003,1434,Continuing,squint,Null,NA,NA,two thousand five,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,TWO^ZERO^FIVE,,two-thousand-and-five (yes)?,Remember the two thousand and five Olympics?,AS I feel that this may be part of CLU 2?
BM22F36WDC_CLU#008,3666,Continuing,up,"Backward, Forward, Backward",NA,NA,"i, back, again, two oh oh five",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, BACK, AGAIN, TWO^ZERO^ZERO^FIVE","PT:LOC, PT:LOC/PT:PRO3SG",(then) me back again (in) two-thousand-and-five,I went back again in two thousand and five for the Olympics in Melbourne.,"GH: Here the signer seems to be pointing to both her interactant and what her interactant says, i.e. ""you what? oh yes xyz"""
BM22F36WDC_CLU#009,1503,Continuing,up,"Nod1, Null, Nod1",NA,NA,olympi(cs),NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:DET, OLYMPIC","PT:LOC/PT:PRO3SG, OLYMPIC, PT:LOC",the Olympics there (you know)?,I went back again in two thousand and five for the Olympics in Melbourne.,
BM22F36WDC_CLU#011,936,Continuing-NR,up,Up,NA,NA,"mel(bourne), melbourne-prog",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"MELBOURNE, PT:LOC",,Melbourne there? Melbourne there? you-know?,I went back again in two thousand and five for the Olympics in Melbourne.,EM: I think there are two questions here and not one.
BM22F36WDC_CLU#011,2242,Continuing,squint,"Up, Nod",NA,NA,"mel(bourne), melbourne-prog",NA,Absent,Absent,NA,Polar,request confirmation,Single,NA,NA,NA,"MELBOURNE, PT:LOC",PT:,Melbourne there? Melbourne there? you-know?,I went back again in two thousand and five for the Olympics in Melbourne.,EM: I think there are two questions here and not one.
BM22F36WDC_CLU#018,2868,Continuing,squint,"Up, Nod",NA,NA,"international, INDECIPHERABLE",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"INTERNATIONAL, DRINK, DSS(5), PT:LOC","INTERNATIONAL, DSS(5)",international pub banners/flags-hanging/sign/sign-over-door (you know) there?,The area around the International Pub that Deaf people gathered at in Melbourne had changed a bit.,"HP: I'm not sure what this means (sign over the door?) - but it's an Adj describing the pub? GH: Yes she means the sign or something over the door, she's trying to prompt meaning for the interactant"
BM22F36WDC_CLU#031,2550,Continuing-NR,null,"Nod, Backward, Sideward",NA,NA,"Cook, Islands",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, INDECIPHERABLE, GO, AEROPLANE, PT:LOC, COOK, TOWN","FBUOY, GO",(so) me we (agree) go fly there Cook Islands? Cook Islands (you know?),"I wanted to do something different, so we flew to the Cook Islands.","EM: I think there are two questions here, not one, and two different clauses too. GH: agree two questions but I think just one clause, since repeat arg elements are staying within the main CLU"
BM22F36WDC_CLU#031,1551,Continuing,null,"Null, Nod",NA,NA,"Cook, Islands",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"FS:COOK, TOWN",FS:COOK,(so) me we (agree) go fly there Cook Islands? Cook Islands (you know?),"I wanted to do something different, so we flew to the Cook Islands.","EM: I think there are two questions here, not one, and two different clauses too. GH: agree two questions but I think just one clause, since repeat arg elements are staying within the main CLU"
BM22F36WDC_CLU#034,3346,Continuing,squint,"Nod , Null, Nod",NA,NA,"Captain, Cook",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:, PT:PRO3SG/PT:LOC, PAST, FS:C-CAPTAIN, COOK",PT:PRO2SG,yes there long-time-ago Captain Cook you-know?,"Yes it's famous, Captain Cook discovered them by boat.",
BM22F36WDC_CLU#035,1190,Continuing,squint,Nod1,NA,NA,boat,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,BOAT,BOAT,(he) sailed-there-by-boat (you know?),"Yes it's famous, Captain Cook discovered them by boat.",
BM22F36WDC_CLU#048,1825,Continuing,squint,Null,NA,NA,"like, rugby",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,CA:RUGBY-PLAYER,"SAME, RUGBY, BIG-BUILD02","PT:, RUGBY, BIG-BUILD02",(they are) like rugby (players) big-build (you know?),"They're certainly big guys, with the same kind of build as rugby players.",
BM22F36WDC_CLU#053,2752,Continuing,"up, squint","Backward , Null",NA,NA,"Neil, Penguin, Island",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, GIVE, SN:NEIL(FS:N-NEIL), PT:, PENGUIN, TOWN","GIVE, SN:NEIL(FS:N-NEIL), PENGUIN",me give Neil him (a trip to) Penguin Island (you know?),I showed Neil Penguin Island.,
BM22F36WDC_CLU#082,3112,Continuing,"squint, null","Sideward, Nod",NA,NA,"Nick, Breese, Nick, Breese",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"SN:NICK(FS:N-NICK), SN:BEESE(FS:B-BEESE), FS:NICK, SN:BEESE(FS:B-BEESE)","PT:PRO2SG, SN:NICK(FS:N-NICK), SN:BEESE(FS:B-BEESE), PT:PRO2SG, FS:NICK, SN:BEESE(FS:B-BEESE), PT:PRO3SG",that-one Nick Beese (yes) Nick Beese you-know,That was Nick Beese.,
BM22F36WDC_CLU#089,5913,Continuing,"null, squint, null","Backward, Null",SYLL:PUFFED-CHEEKS,NO,"open(ing), ceremony, car, diff(erent) diff(erent), car",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:DET, OPEN, FS:C-CEREMONY, PT:DET, VEHICLE, DIFFERENT, VEHICLE, DSEW(FLAT-HORI/FLAT-LATERAL)-MOVE:VEHICLE","OPEN, FBUOY, VEHICLE, DIFFERENT, VEHICLE, DSEW(FLAT-HORI)-MOVE:VEHICLE",the open ceremony there cars (you know?) many-different cars going-around,The opening ceremony procession was good. There were lots of different cars driving round.,"NF: I believe DIFFERENT is signed twice (and mouthed twice), SG: both handshapes are used in RH of equal significant and importance"
BM22F36WDC_CLU#105,4228,Continuing,down,Null,NA,NA,"person, in, or, committee",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO3SG, SUPPORT, PERSON, G:WELL, GO-IN, G:WELL, TOP, COUNCIL","SUPPORT, G:WELL, GO-IN, G:WELL, TOP",they (are) support person in (Olympics or) top committee (person) them (you know?),"The person was kind of like an official, walking behind the identifying banners, but I can't remember who represented Great Britain.",
BM22F36WDC_CLU#112,948,Continuing,squint,Nod1,NA,NA,home,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:POSS3SG, HOME, G:WELL",G:WELL,(it was) their home you-know?,The Australians had the biggest procession because they were at home.,
BL21M37BHC_CLU#001,3005,Initiating,"up, null","HS, Null, Nod",NA,NA,"me, go back, back-prog",NA,Absent,Present,NA,Polar,suggestion/offer/request,Single,NA,NA,NA,"G:WELL, PT:PRO1SG, PT:, PT:PRO1SG, FROM-TO, PT:PRO1SG, CHOOSE, PT:PRO2SG, NOW","FROM-TO, NOW",well we go-back (to a previous moment) pick-up (on that previous topic) now (alright)?,Let's go back a bit and I'll pick a topic from you!,"AS: Think this is two CLUs. CLU1 is this one., AW: I can't tell without context what this really means"
BL21M37BHC_CLU#003,1796,Continuing,null,Null,NA,NA,"acting, been",NA,Multiple,Absent,other,Content,request information,Single,NA,NA,NA,"WHAT, PT:PRO2SG, PAST, PT:PRO2SG, ACT, BEEN, PT:PRO2SG, WHAT, PT:PRO2SG","WHAT, ACT, BEEN",what you past acting (experience) been what you?,What's your experience in acting?,"AS: I'm not sure if guidelines suggest we analyse WHAT as an argument here? I would of course, but am unsure, so made it non-A."
BL21M37BHC_CLU#004,1200,Initiating,"down, null","HS, Null",NA,NA,how,Single,Multiple,Present,other,Content,request information,Single,NA,NA,NA,"PT:PRO2SG, HOW, LEARN","HOW, LEARN, PT:PRO2SG",you how learn (acting) you?,How did you learn to act?,
BL21M37BHC_CLU#006,624,Initiating,up,Down,NA,NA,NA,NA,Absent,Present,NA,Polar,OIR-news receipt,Fragment,NA,NA,NA,SURPRISE04,,oh-really?,Oh really.,
BL21M37BHC_CLU#013,1034,Initiating,squint,Null,PRESSED-LIPS,YES,NA,NA,Absent,Present,NA,Content,request information,Single,NA,NA,NA,"FACE02, SAME, SIMILAR","SAME, SIMILAR",(what his) face look-like?,What does he look like?,
BL21M37BHC_CLU#021,234,Continuing,up,Nod,NA,NA,still,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,RELATIONSHIP,RELATIONSHIP,(you still) in-touch (with her)?,"Patsy, wasn't she involved in the BBC drama ""Switch""?",
BL21M37BHC_CLU#022,2380,Continuing-NR,"down , wide, up","Null, Nod1",NA,NA,"been, in, try, switch, right",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"BEEN, INVOLVE, TRY, SWITCH-BBC, RIGHT","BEEN, INVOLVE, TRY",(she/you) been involved-in Switch right?,"Patsy, wasn't she involved in the BBC drama ""Switch""?","HP: I do not see these mouthings here, and nor does Neil. If they are present, they are part of the following NP , HP: Proper noun"
BL21M37BHC_CLU#023,1307,Continuing,"up, down, null",Forward,NA,NA,"switch-regr, switch",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO3SG, INVOLVE, SWITCH-BBC","PT:PRO3SG, INVOLVE",she involved-in Switch?,"Wasn't she in the series, can you tell me her surname please?",
BL21M37BHC_CLU#024,2058,Continuing,"null, up, down","Nod1, Sideward+HS",NA,NA,"or, patsy",NA,Absent,Present,NA,Content,OIR-restricted,Single,NA,NA,NA,"PT:, FS:PATSY(PATSY), FS:K(FALSE-START), NEXT-TO","PT:, FS:PATSY(PATSY), FS:K(FALSE-START)",or (she) Patsy K then-last-name (what)?,"Wasn't she in the series, can you tell me her surname please?",HP: proper noun
BL21M37BHC_CLU#040,819,Initiating,null,Forward,NA,NA,audition,NA,Absent,Present,NA,Polar,OIR-restricted,SharedCecho,NA,NA,NA,AT-LAST,AT-LAST,audition/at-last (that's how you sign)?,That's how you sign it?,
BL21M37BHC_CLU#042,546,Initiating,up+squint,Forward,NA,NA,NA,NA,Absent,Present,NA,Polar,OIR-restricted,SharedCecho,NA,NA,NA,G:THAT-IS-ALL,G:THAT-IS-ALL,that's-it?,That's it?,
"BL21M37BHC_CLU#043, BL21M37BHC_CLU#044",1991,Continuing,down,"Null, HS","PRESSED-LIPS, PRESSED-LIPS",YES,"but, what happen",Single,Single,Present,post-predicate (non-reprise),Content,request information,Embed,"pre-container, contained",NA,NA,"BUT, PT:PRO1SG, THINK, HAPPEN, PT:PRO3SG, G:WELL, CLOSED, WHAT, G:WELL","HAPPEN, G:WELL, CLOSED, WHAT, G:WELL","but me wonder, what happened (for) them (to) close-down?",What led to the closure of the company?,
BL21M37BHC_CLU#046,2136,Initiating,down,"Nod1, Null, Nod",NA,NA,"long, time",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"INTERVAL, LONG, TIME, INTERVAL","INTERVAL, LONG, TIME, INTERVAL",(so it) exist-for-long-time long time exist-for-long-time?,So it has been running for a long time?,
BL21M37BHC_CLU#056,1132,Continuing,up,Null,NA,NA,"funny, thi(ng), funny, thing, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Other,rhetorical,Embed,pre-container,NA,NA,"LAUGH, THING(FALSE-START), LAUGH, THING, WHAT","LAUGH, THING(FALSE-START), LAUGH, THING",funny thing (is) what?,However it must be said that it's ironic as I never liked drama as a schoolboy!,
BL21M37BHC_CLU#063,878,Continuing,null,"Forward, Nod1",NA,NA,"know, what mean",Single,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"KNOW, MEANING, G:WELL","MEANING, G:WELL",(you) know (what me) mean?,I do regret it in a way as it would have broaden my mind if you get my meaning.,
BL21M37BHC_CLU#067,1200,Continuing,up,Forward,PRESSED-LIPS,YES,"what, think",Single,Single,Present,post-predicate (non-reprise),Content,request information,Single,NA,NA,NA,"G:WELL, EXPLAIN, WHAT, THINK","G:WELL, EXPLAIN",well tell-me what (you) think/what-happen?,Tell me what happened?,
BL21M37BHC_CLU#074,1131,Initiating,up,Down,NA,NA,NA,NA,Single,Present,other,Polar,OIR-news receipt,Fragment,NA,NA,NA,G:WELL,G:WELL,oh-really (no-one has opened it again)?,Oh really.,
BL21M37BHC_CLU#084,800,Continuing,null,"Sideward , HS",NA,NA,for what,Single,Single,Present,post-predicate (non-reprise & clause-final),Other,rhetorical,Embed,pre-container,NA,NA,"PT:PRO1SG, FROM-TO, WHAT",,me go-there what-for?,I remember they asked me to be involved with a project with ethnic signs for some black people two years ago.,
"LN12F40BHC_CLU#032, LN12F40BHC_CLU#033",3905,Continuing,down,"Null, Nod",NA,NA,"know, have, opportunity",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Embed,"pre-container, contained",NA,NA,"KNOW, HAVE, MANY, HAPPEN, G:WELL","KNOW, HAVE, MANY, HAPPEN, G:WELL","(we) know, have many opportunities you-know?",We're still in London to this time as you know there's more opportunities for us in London.,
LN12F40BHC_CLU#034,635,Continuing,down,Nod,NA,NA,"know what I, mean",Single,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"KNOW, MEANING",MEANING,know (what I) mean,You know what I mean so that's why I am grateful to my Mother.,
LN12F40BHC_CLU#038,790,Continuing,down,Nod,NA,NA,know what I mean,Single,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,MEANING,MEANING,(you know what I) mean?,"If we had never moved here when we did, then I wouldn't have met people like Mark.",
LN12F40BHC_CLU#041,2805,Continuing,null,"Nod1 , Null",NA,NA,"have, Woolwich Woolwich",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"HAVE, PT:LOC, SN:WOOLWICH(SOFT02)","HAVE, SN:WOOLWICH(SOFT02)",(well yes) have there Woolwich (deaf club),There's some in Woolwich.,
LN12F40BHC_CLU#043,1995,Continuing,null,"Null, Nod",NA,NA,"different, name, different",NA,Absent,Present,NA,Polar,OIR,Single,NA,NA,NA,"DIFFERENT, NAME, DIFFERENT","DIFFERENT, DIFFERENT",(it's a) different name (it's) different (yes),"It's now called Woolwich Deaf Resource Centre or Charlton, either one of these two.",
LN12F40BHC_CLU#052,470,Continuing,null,Nod,NA,NA,know mean,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,MEANING,MEANING,(know what I) mean?,As I used to socialise well away from my local area.,
LN12F40BHC_CLU#069,4385,Continuing?,null,"Forward, Nod",NA,NA,"really, prev(ious), what, Breakthrough Trust",Single,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"TRUE, PAST, WHAT, SN:BREAKTHROUGH-TRUST(FS:B-BREAK^THROUGH^FS:T-TRUST)","TRUE, SN:BREAKTHROUGH-TRUST(FS:B-BREAK^THROUGH^FS:T-TRUST)",really previously what (it was called was) Breakthrough Trust,No it was way past that but it was actually called Breakthrough Trust then.,EM: not sure about this case. I think it's a borderline case. GH: okay. And Wh-sign is functioning more complement-like here
LN12F40BHC_CLU#074,2635,Continuing,up,"Nod , Null",NA,NA,"I, before, work, Breakthrough Trust",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, PAST, WORK, SN:BREAKTHROUGH-TRUST(FS:B-BREAK^THROUGH^FS:T-TRUST)","WORK, SN:BREAKTHROUGH-TRUST(FS:B-BREAK^THROUGH^FS:T-TRUST)",me before (me) work (at) Breakthrough Trust (you know?),I used to work for Breakthrough Trust.,
LN12F40BHC_CLU#075,2355,Continuing,"down, null",Null,PUFFED-CHEEKS,NO,"in, Greenwich",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PAST, PT:PRO1SG, GO-IN, SN:GREENWICH(FS:G-GREENWICH)","PAST, GO-IN, SN:GREENWICH(FS:G-GREENWICH)",long-time-ago me in Greenwich (you know?),It was way back and it was in Greenwich.,AW: Idon't see the PRO here
LN12F40BHC_CLU#088,915,Initiating,down,Nod,NA,NA,NA,NA,Absent,Present,NA,Polar,OIR-restricted,Depend,NA,dependent,NA,PT:PRO1SG,PT:,(yes of course) me when me (have) first child,When I had my first child I continued to work.,
LN12F40BHC_CLU#090,1585,Continuing,down,Forward,NA,NA,"child(ren), child minder",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO3SG, MOVE03, FS:C-CHILD^FS:M-MINDER","PT:PRO3SG, MOVE03, FS:C-CHILD^FS:M-MINDER",they (the children) put-in childminder (you know?),We used to put the kids with the child minder.,
LN12F40BHC_CLU#091,1600,Continuing,down,"Null, Nod",NA,NA,"that, time",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:DET, TIME, PAST",TIME,(you know) that time long-time-ago (we had childminders)?,We used to put the kids with the child minder.,
LN12F40BHC_CLU#121,870,Continuing,down,Forward,NA,NA,"who, June S(m)ith",Single,Single,Present,other,Content,request confirmation,Embed,contained,NA,CD:SIGNER'S-CHILDREN? SIGNER?,"WHO, SN:JUNE-SMITH, PT:PRO1SG",SN:JUNE-SMITH,who is June Smith?,Your name has propped up many times.,
LN12F40BHC_CLU#128,2785,Continuing,down,Null,NA,NA,"before, in, pop, video",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PAST, INVOLVE, FS:POP, VIDEO","INVOLVE, FS:POP, VIDEO",before (they) involve-in pop video (you know?),They were involved in a pop video showing that deaf people can dance just as well as hearing people.,
BM13F39WHC_CLU#001,440,Initiating,up,Forward,NA,NA,holiday,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,HOLIDAY02,,(you on) holiday?,Holiday?,
BM13F39WHC_CLU#004,2120,Initiating,wide,HS,NA,NA,"didn't, go, holiday, same, place, no",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"PT:PRO2SG, GO, SAME, HOLIDAY02, SAME, PLACE, NO","SAME, SAME",you (not) go same holiday same place no?,"You mean, she wasn't in the same holiday place as you no?",
BM13F39WHC_CLU#006,1150,Initiating,down,HS,NA,NA,"they not, married yet",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"NOTHING, NO, PT:",,nothing no (they're not married yet) or-what?,They're not married?,AS Not sure about this argument analysis.
"BM13F39WHC_CLU#010, BM13F39WHC_CLU#011",1360,Continuing,down,HS,NA,NA,"no, Michelle, Holly",NA,Absent,Present,NA,Polar,OIR-restricted,"Single, Single",NA,NA,NA,"NO, G(NMS):MICHELLE, SN:HOLLY(FS:H-HOLLY)",SN:HOLLY(FS:H-HOLLY),"no (her name is not Michelle), (her name is) Holly...","No, not Michelle - Holly?",
BM13F39WHC_CLU#012,1160,Initiating,squint,Sideward,NA,NA,"first, daught(er), who, name",Single,Single,Present,other,Polar,request information,Single,NA,NA,NA,"RANKING, DAUGHTER, WHO, NAME",DAUGHTER,first daughter who name?,What's the eldest daughter called?,
BM13F39WHC_CLU#013,2360,Initiating,down,Null,NA,NA,"first, dau(ghter) older",NA,Absent,Present,NA,Polar,request information,Single,NA,NA,NA,"RANKING, ADULT",,first (older daughter) adult-one?,The oldest one?,
BM13F39WHC_CLU#019,560,Initiating,up,Down,NA,NA,there,NA,Absent,Present,NA,Polar,OIR-restricted,SharedCecho,NA,NA,NA,,PT:LOC,(oh) there?,"Oh, there?",
BM13F39WHC_CLU#025,690,Initiating,up,Null,NA,NA,"first, second",NA,Absent,Present,NA,Alternative,OIR-restricted,Single,NA,NA,NA,,"RANKING, RANKING-TWO",(him) first (or) second (child)?,The first or second?,
BM13F39WHC_CLU#026,720,Initiating,up,Null,NA,NA,fir(st),NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,,RANKING,(he) first-- ?,"Oh, the first child.",
BM13F39WHC_CLU#032,1000,Initiating,wide,Down,NA,NA,same pla(ce)?,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"PT:LOC, AREA",,here (same) place?,In the same place?,
BM13F39WHC_CLU#033,960,Initiating-NR,down,Null,NA,NA,"no(thing), wrong, leg",NA,Absent,Present,NA,Polar,request confirmation,Single?,NA,NA,NA,"SAY, NOTHING, HARD, LEG",,(did you) say nothing wrong (with her) leg,Did you ask what was wrong with her leg?,JF: UG is following clause
BM13F39WHC_CLU#034,1671,Continuing,up,Nod1,NA,NA,arthritis,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO3SG, FS:A^STIFF, PT:PRO3SG","FS:A^STIFF, FBUOY",she (been) arthritis she (yes)?,Does she have arthritis?,
